"Country Name","Country Code","Year","average_value_Armed forces personnel (% of total labor force)","average_value_Armed forces personnel, total","average_value_Arms exports (SIPRI trend indicator values)","average_value_Arms imports (SIPRI trend indicator values)","average_value_Battle-related deaths (number of people)","average_value_CPIA building human resources rating (1=low to 6=high)","average_value_CPIA business regulatory environment rating (1=low to 6=high)","average_value_CPIA debt policy rating (1=low to 6=high)","average_value_CPIA economic management cluster average (1=low to 6=high)","average_value_CPIA efficiency of revenue mobilization rating (1=low to 6=high)","average_value_CPIA equity of public resource use rating (1=low to 6=high)","average_value_CPIA financial sector rating (1=low to 6=high)","average_value_CPIA fiscal policy rating (1=low to 6=high)","average_value_CPIA gender equality rating (1=low to 6=high)","average_value_CPIA macroeconomic management rating (1=low to 6=high)","average_value_CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","average_value_CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","average_value_CPIA property rights and rule-based governance rating (1=low to 6=high)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_CPIA quality of budgetary and financial management rating (1=low to 6=high)","average_value_CPIA quality of public administration rating (1=low to 6=high)","average_value_CPIA social protection rating (1=low to 6=high)","average_value_CPIA structural policies cluster average (1=low to 6=high)","average_value_CPIA trade rating (1=low to 6=high)","average_value_CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","average_value_Expense (% of GDP)","average_value_IDA resource allocation index (1=low to 6=high)","average_value_Intentional homicides (per 100,000 people)","average_value_Intentional homicides, female (per 100,000 female)","average_value_Intentional homicides, male (per 100,000 male)","average_value_Internally displaced persons, new displacement associated with conflict and violence (number of cases)","average_value_Internally displaced persons, new displacement associated with disasters (number of cases)","average_value_Internally displaced persons, total displaced by conflict and violence (number of people)","average_value_Methodology assessment of statistical capacity (scale 0 - 100)","average_value_Military expenditure (% of GDP)","average_value_Military expenditure (% of general government expenditure)","average_value_Military expenditure (current USD)","average_value_Other expense (% of expense)","average_value_Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)","average_value_Proportion of seats held by women in national parliaments (%)","average_value_Public credit registry coverage (% of adults)","average_value_Source data assessment of statistical capacity (scale 0 - 100)","average_value_Statistical Capacity score (Overall average)","average_value_Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","average_value_Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Subsidies and other transfers (% of expense)","average_value_Tax payments (number)","average_value_Time to prepare and pay taxes (hours)","average_value_Total tax and contribution rate (% of profit)"
"Botswana","BWA","1999","1.72793939770944","10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09207375530236","7.5878084179971","169578756.162962","","","","","","","","","","","","",""
"Cote d'Ivoire","CIV","1993","0.303394621743767","15000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.42855203312742","","148635238.360944","","","","","","","","","","","","",""
"Germany","DEU","1971","","","1364000000","2373000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06021356191657","","6829977561.04103","","","","","","","","","","","","",""
"Denmark","DNK","2002","0.785280454092747","22700","10000000","45000000","","","","","","","","","","","","","","","","","","","","","","36.6384893476224","","0.89338925454","0.55284660718","1.2408030176","","","","","1.50814985204971","2.83410574229878","2694082493.21381","4.7150969030505","","37.9888268156425","","","","","","","20.9410840290922","","",""
"Algeria","DZA","2007","3.2110435285792","334000","","507000000","472","","","","","","","","","","","","","","","","","","","","","","","0.79316355068","","","","","","50","2.92332102697669","8.79552617297541","3945815125.46831","","80","7.7120822622108","0.2","50","60","20","57.225","","","27","451","74.2"
"Algeria","DZA","2010","2.86429171853981","317200","","835000000","236","","","","","","","","","","","","","","","","","","","","","","","0.7059977651","","","","","","50","3.51801260882618","9.44418326639713","5671309117.30702","","76.66667","7.7120822622108","0.2","50","58.8888888888889","40","51.8375","","","27","451","72.5"
"East Asia & Pacific (excluding high income)","EAP","1960","","","285000000","3484000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Euro area","EMU","2019","","","5882000000","1309000000","","","","","","","","","","","","","","","","","","","","","","37.4696353454076","","","","","","37190","","","1.36974514434878","2.91252607131043","182900063146.83","4.63053377307918","","33.3711949114039","39.3526315789474","","","","","4.84210526315789","57.0852173419539","10.3157894736842","146.5","42.8421052631579"
"Eritrea","ERI","1995","6.04005324032383","55000","","7000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5391124143288","31.0936238902341","124996349.879465","","","","","","","","","","","","",""
"European Union","EUU","1962","","","1718000000","6912000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76058518460313","","17184850268.5691","","","","","","","","","","","","",""
"Gabon","GAB","2017","1.02659767930262","7000","","","","","","","","","","","","","","","","","","","","","","","","15.6674947805283","","","","","","8","","30","1.81048953464601","10.0000509459387","267430770.80282","1.3068123617758","59.9999","17.0940170940171","28.9","20","36.6666333333333","40","42.425","6","16.2861276137464","26","488","46.8"
"Heavily indebted poor countries (HIPC)","HPC","2018","0.483780049522348","1488700","","520000000","","3.62162162162162","2.93243243243243","3.13513513513514","3.23873873873874","3.33783783783784","3.33783783783784","2.78378378378378","3.12162162162162","3.12162162162162","3.45945945945946","3.23513513513514","3.17567567567568","2.74324324324324","2.94594594594595","3.12162162162162","2.86486486486486","2.91891891891892","3.16216216216216","3.77027027027027","2.66216216216216","","3.1454954954955","","","","6947750","2101943","14983500","41.1111111111111","1.19699448544243","5.86596228394692","9039594247.0868","5.08047037981795","85.0926333333334","24.0502672251914","4.32820512820513","50.5555555555556","58.9197666666667","","","5.12820512820513","18.8221299952206","39.8684210526316","300.876315789474","52.6684210526316"
"IDA blend","IDB","1967","","","6000000","219000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.84219498929881","","753223375.896319","","","","","","","","","","","","",""
"IDA only","IDX","1970","","","17000000","1690000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iran, Islamic Rep.","IRN","1996","5.36484722090035","863000","2000000","613000000","34","","","","","","","","","","","","","","","","","","","","","15.610484137119","","","","","","","","","2.24486451064281","10.6492516867016","3550986964.19293","","","","","","","","","","","","",""
"Jordan","JOR","1964","","","","33000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8421759570181","","61879975.2480099","","","","","","","","","","","","",""
"Kyrgyz Republic","KGZ","2020","","","","","","4","3","4","3.66666666666667","3.5","4","3","3","4.5","4","3.8","3","3","3.2","3.5","3","3.5","3.5","4.5","3","","3.54166666666667","","","","250","","770","90","1.78796904122019","4.48054039166745","127499245.789448","","100","16.5217391304348","","80","90","","","","","","",""
"Kiribati","KIR","2008","","","","","","2.5","3","5","3.2","3","3","3","2","2.5","2.5","2.8","3","3.5","3.1","3","3","3","3","3","3","","3","7.0878898339","","","","85","","20","","","","","66.66667","4.34782608695652","0","20","35.5555555555556","20","44.025","","","7","120","31.8"
"Lao PDR","LAO","1991","2.67869687967193","53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lebanon","LBN","2019","","","","74000000","","","","","","","","","","","","","","","","","","","","","","28.9710435281756","","","","","","4300","7000","40","4.70790058663427","15.211623627459","2521246648.01434","0.997418955034307","53.3333","4.6875","21.3","40","44.4444333333333","60","57.39375","2","37.2545041790944","20","181","32.2"
"Lebanon","LBN","1965","","","","34000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88873119500426","","44598531.8293536","","","","","","","","","","","","",""
"Lebanon","LBN","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22906905.201382","","","","","","","","","","","","",""
"St. Lucia","LCA","2000","","","","","","","","","","","","","","","","","","","","","","","","","","14.63149324861","","14.674263256","3.0858731411","26.711386948","","","","","","","","0","","11.1111111111111","","","","","","","17.228388175484","","",""
"St. Lucia","LCA","2002","","","","","","","","","","","","","","","","","","","","","","","","","","16.6868724279835","","26.350130496","8.1634504184","45.253043301","","","","","","","","0","","11.1111111111111","","","","","","","21.188139810748","","",""
"Liechtenstein","LIE","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","","","","","","","20","","","","20","20.1875","","","","",""
"Low & middle income","LMY","2000","1.02550369147918","22728900","","9281000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92431829957979","8.3948690681745","125591376869.933","","","12.0497407424402","","","","","","","","","",""
"Morocco","MAR","1968","","","","81000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.00457217504899","","90900288.3120014","","","","","","","","","","","","",""
"Myanmar","MMR","2008","2.16409419285361","513000","","80000000","46","","","","","","","","","","","","","","","","","","","","","","","1.5842292641","","","","2250000","","50","","","","","83.33333","","","40","57.7777777777778","20","54.9375","","","","",""
"Mozambique","MOZ","1985","","15800","","73000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76576576576577","","148214364.287749","","","","","","","","","","","","",""
"Malawi","MWI","1972","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.602199944305207","","2697870.8964292","","","","","","","","","","","","",""
"Malaysia","MYS","1998","1.44842520776441","130100","","39000000","","","","","","","","","","","","","","","","","","","","","","16.8127720720371","","2.8442687781","","","","","","","1.60533534809333","6.37701078495996","1158657313.14835","3.77354528464333","","7.8125","","","","","","","41.9709791898532","","",""
"Nepal","NPL","2011","1.09533443771744","157750","","3000000","","4.5","3","3","3.16666666666667","3.5","4","3","3.5","4","3","3.9","3.5","2.5","2.9","2.5","3","3.5","3.16666666666667","3.5","3","13.9070618683069","3.28333333333333","2.5109813832","","","","46000","50000","40","1.54065162137654","8.26332785322195","284518851.062623","0.856423805024494","70","33.1649831649832","0","80","63.3333333333333","20","70.49375","","53.5319396067083","34","326","31.5"
"New Zealand","NZL","1985","","12400","7000000","9000000","","","","","","","","","","","","","","","","","","","","","","36.1416816928848","","","","","","","","","2.36462612075438","","529191398.508429","","","","","","","","","","","","",""
"Paraguay","PRY","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77319233257148","","116922830.909091","","","","","","","","","","","","",""
"Romania","ROU","1974","","","1000000","683000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","565500000","","","","","","","","","","","","",""
"Senegal","SEN","1990","0.838516608218953","18000","","","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63346898573868","","118215708.960021","","","","","","","","","","","","",""
"Singapore","SGP","1993","3.33936605713298","56000","11000000","170000000","","","","","","","","","","","","","","","","","","","","","","14.5757231950377","","1.7544915741","","","","","","","4.09176493399803","27.1738393764825","2481448703.11117","0","","","","","","","","","31.0586421915505","","",""
"Singapore","SGP","1987","","","81000000","277000000","","","","","","","","","","","","","","","","","","","","","","27.0035895015313","","","","","","","","","4.87061150486237","","1052360421.27656","","","","","","","","","","","","",""
"Sweden","SWE","1969","","","36000000","138000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45928073254583","","1017260076.43223","","","","","","","","","","","","",""
"Eswatini","SWZ","1996","1.12467384458507","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.65257773101622","6.39747191011236","26486561.922151","","","","","","","","","","","","",""
"Turks and Caicos Islands","TCA","2003","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2007","0.939895238310412","2336470","","","","3.72222222222222","3.77777777777778","3.66666666666667","3.72222222222222","3.72222222222222","3.66666666666667","3.61111111111111","3.61111111111111","3.83333333333333","3.88888888888889","3.5625","3.33333333333333","3.27777777777778","3.43333333333333","3.61111111111111","3.11111111111111","3.375","3.88888888888889","4.27777777777778","3.44444444444444","","3.65833333333333","","","","","","","68.0952380952381","1.23753845673622","4.1466332713807","46526111525.0038","7.79648534544998","88.888889047619","18.689181453921","8.32142857142857","73.3333333333333","76.7724868253968","","","","37.0671694910529","41.4642857142857","331.321428571429","47.7678571428571"
"Middle East & North Africa (IDA & IBRD countries)","TMN","2018","2.57293493901434","2904550","","4555000000","19944","3","2.75","2.25","2.5","3","2.75","2.25","2.5","2.25","2.75","2.7","2.5","2.25","2.35","2.25","2.25","3","2.75","3.25","2","","2.575","","","","","198727","","53.6363636363636","2.9668439870838","11.076918478224","39526529697.1509","","75.7576090909091","16.9374247894104","11.4166666666667","40.9090909090909","56.7676878787879","","","1.83333333333333","","22.1666666666667","278.395833333333","41.5"
"Turkey","TUR","1987","","","","1439000000","","","","","","","","","","","","","","","","","","","","","","14.4435567082743","","","","","","","","","3.32858525048377","","2889593497.07308","","","","","","","","","","","","",""
"Zambia","ZMB","1994","0.426849130441626","16000","","","","","","","","","","","","","","","","","","","","","","","","","","9.3689277426","","","","","","","1.71924538560915","","62869469.9949654","","","","","","","","","","","","",""
"Andorra","AND","2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4285714285714","","","","60","26.7875","","","","",""
"Argentina","ARG","1988","","","1000000","74000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12493922313663","","2696341658.47862","","","","","","","","","","","","",""
"Argentina","ARG","1991","0.504158842301491","70000","0","","","","","","","","","","","","","","","","","","","","","","","11.2055409345172","","","","","","","","","1.50692655529635","","2858778842.10019","0.211636557378667","","","","","","","","","55.6313083973834","","",""
"Austria","AUT","1984","","","58000000","14000000","","","","","","","","","","","","","","","","","","","","","","35.7051302388211","","","","","","","","","1.41415833617155","","949715291.722829","","","","","","","","","","5.52810376775786","","",""
"Bosnia and Herzegovina","BIH","2016","0.779422069669941","10500","","","","","","","","","","","","","","","","","","","","","","","","35.3219267006326","","1.3288985528","0.86878960233","1.8075305337","","","98000","70","0.933900814986665","2.21350558769914","157912010.578703","5.29814623610775","76.6668","21.4285714285714","37.6","70","72.2222666666667","90","59.46875","7","47.2223601373633","34","411","22.6"
"Belarus","BLR","2007","3.6551985312094","183000","6000000","","","","","","","","","","","","","","","","","","","","","","","34.6577822535411","","6.8456203957","4.3743572962","9.679482579","","","","90","1.64976591437478","32.4493927125506","746943263.997614","5.39565956132152","80","29.0909090909091","1.1","80","83.3333333333333","40","56.46875","","68.4392368431781","124","986.5","120.8"
"Brazil","BRA","1999","0.884765122647786","676600","","365000000","","","","","","","","","","","","","","","","","","","","","","","","22.842567918","3.7362877318","42.291963594","","","","","1.64547466656987","4.1564292515269","9866973918.50843","","","5.65302144249513","","","","","","","","","",""
"Brazil","BRA","2008","0.771222271992146","721000","92000000","179000000","","","","","","","","","","","","","","","","","","","","","","","","23.894658908","3.8007319174","44.504387122","","309000","","90","1.44192409343118","3.85420364422127","24452903035.8224","","90","8.96686159844054","","80","86.6666666666667","40","75.86875","","","","",""
"Brunei Darussalam","BRN","1986","","","","13000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.67072980761742","","110162485.877782","","","","","","","","","","","","",""
"Central Europe and the Baltics","CEB","2003","1.35665612836297","663800","","","","","","","","","","","","","","","","","","","","","","","","38.5869640132734","","","","","","","","","1.86081332672546","4.26894942801379","11579104281.6703","5.44137500145832","","16.2675101671938","","","","","","","44.1000316181686","","",""
"Congo, Rep.","COG","1984","","","","25000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25310380803339","","49423627.4965271","","","","","","","","","","","","",""
"Colombia","COL","1997","1.37258571556576","233300","","190000000","560","","","","","","","","","","","","","","","","","","","","","","","61.499631943","9.0614379368","115.90242859","","","","","2.80178788575936","8.95809453290643","2988711260.69275","","","11.6564417177914","","","","","","","","","",""
"Cabo Verde","CPV","2001","0.875214595886491","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.753615197231365","2.42666100615581","4638556.1722985","","","11.1111111111111","","","","","","","","","",""
