"Country Name","Country Code","Year","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","GINI index (World Bank estimate)","Income share held by fourth 20%","Income share held by highest 10%","Income share held by highest 20%","Income share held by lowest 10%","Income share held by lowest 20%","Income share held by second 20%","Income share held by third 20%","Population living in slums (% of urban population)","Poverty gap at $1.90 a day (2011 PPP) (%)","Poverty gap at $3.20 a day (2011 PPP) (%)","Poverty gap at $5.50 a day (2011 PPP) (%)","Poverty gap at national poverty lines (%)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Rural poverty gap at national poverty lines (%)","Rural poverty headcount ratio at national poverty lines (% of rural population)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","Urban poverty gap at national poverty lines (%)","Urban poverty headcount ratio at national poverty lines (% of urban population)"
"South Asia","SAS","2000","0","0","0","0","0","0","0","0","0","0","45.6137852407804","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uruguay","URY","2014","0","0","40.1","22.5","29.9","46.2","2.1","5.6","10.4","15.3","0","0","0.1","1","1.6","0.1","0.7","4.3","9.7","0.6","3","0","0","1.7","10.1"
"Guinea","GIN","1995","0","0","0","0","0","0","0","0","0","0","68.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mali","MLI","2000","0","0","0","0","0","0","0","0","0","0","75.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mauritius","MUS","2006","0","0","35.7","21.4","28.7","43.8","3.1","7.6","11.7","15.6","0","0.1","0.7","4.8","0","0.4","3.5","20.3","0","0","0","0","0","0","0"
"Belize","BLZ","2014","0","0","0","0","0","0","0","0","0","0","10.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Egypt, Arab Rep.","EGY","2000","0","0","0","0","0","0","0","0","0","0","28.1","0","0","0","0","0","0","0","0","0","22.1","0","0","0","9.3"
"Honduras","HND","2010","0","0","53.1","20.6","40.2","57.1","1.1","3.1","7.1","12","0","5.3","12.2","23.9","49.1","15","29.4","49.9","60","52.3","65.4","0","0","45.1","54.3"
"IDA & IBRD total","IBT","1995","0","0","0","0","0","0","0","0","0","0","43.5138954619251","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pre-demographic dividend","PRE","2009","0","0","0","0","0","0","0","0","0","0","61.9263230276941","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Portugal","PRT","2007","0","0","36.7","21.7","28.8","44.2","2.7","6.9","11.6","15.7","0","0.1","0.3","0.7","0","0.2","0.7","1.7","0","0","0","0","0","0","0"
"Paraguay","PRY","2013","0","0","47.9","20.8","37.3","53.1","1.6","4.4","8.6","13.1","0","0.6","2.1","6.6","0","1.8","6.7","20.4","28","0","0","0","0","0","0"
"South Asia","SAS","2013","0","0","0","0","0","0","0","0","0","0","0","3","16.4","39.8","0","16.2","53.9","84.2","0","0","0","0","0","0","0"
"Tunisia","TUN","1985","0","0","43.4","21","34.1","49.6","2.3","5.5","9.6","14.2","0","3.5","12.3","28.9","0","13.9","36.2","65.1","0","0","0","0","0","0","0"
"IDA blend","IDB","1990","0","0","0","0","0","0","0","0","0","0","119.32647407929","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Namibia","NAM","2000","0","0","0","0","0","0","0","0","0","0","33.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","NGA","1992","0","0","45","23.4","31.4","49.3","1.3","4","8.9","14.4","0","27.4","44","61.7","0","57.1","77.1","92.5","0","0","0","0","0","0","0"
"Netherlands","NLD","2014","0","0","28.6","22.4","23.3","37.7","3.5","8.8","13.7","17.4","0","0","0.1","0.1","0","0","0.2","0.5","0","0","0","0","0","0","0"
"Norway","NOR","2015","2.11","2.95","27.5","22.7","22.3","36.5","3.5","9","14.1","17.7","0","0","0.1","0.2","0","0.2","0.2","0.2","0","0","0","40.57","70.92","0","0"
"Pakistan","PAK","2015","2.72","4.25","33.5","20.5","28.9","42.8","3.9","8.9","12.2","15.6","0","0.5","7.6","28.8","0","4","34.7","75.4","24.3","0","0","2.6","4.94","0","0"
"Tanzania","TZA","1990","0","0","0","0","0","0","0","0","0","0","154.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kosovo","XKX","2015","3.5","1.57","26.4","22.7","21.5","36.1","4","9.5","14","17.7","0","0.1","0.7","4.8","0","0.4","2.9","21.5","17.6","0","0","5.17","8.79","0","0"
"Zambia","ZMB","2010","0","0","55.6","17.9","45.2","61.1","1.5","3.8","6.8","10.5","0","31.6","48.5","64.3","0","64.4","79.7","90.5","54.7","0","0","0.68","2.59","0","0"
"Belgium","BEL","2013","0","0","27.7","23","21.8","36.4","3.3","8.6","14.1","18","0","0.1","0.1","0.2","0","0.2","0.2","0.5","0","0","0","0","0","0","0"
"Cote d'Ivoire","CIV","2015","0.74","-0.22","41.5","21.6","31.9","47.8","2.1","5.7","10.2","14.6","0","9.1","23.3","43.6","16.3","28.2","57.4","82.2","46.3","21.5","56.8","1.53","3.84","11.2","35.9"
"Denmark","DNK","2012","0","0","27.8","22.1","23.1","37.3","3.7","9.3","14","17.4","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0"
"Guinea","GIN","2000","0","0","0","0","0","0","0","0","0","0","57.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gambia, The","GMB","2005","0","0","0","0","0","0","0","0","0","0","45.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latin America & Caribbean (excluding high income)","LAC","2007","0","0","0","0","0","0","0","0","0","0","24.8424958928748","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Low & middle income","LMY","1981","0","0","0","0","0","0","0","0","0","0","0","23","40.1","60.5","0","54.1","72.8","83.8","0","0","0","0","0","0","0"
"Mexico","MEX","2004","0","0","48.3","19.6","38.4","54.1","1.7","4.6","8.8","12.9","0","1.6","5.2","14.6","0","5.2","16.2","39.2","0","0","0","0","0","0","0"
"Turkey","TUR","2010","0","0","38.8","22.3","29.3","45.2","2.2","5.9","11","15.6","0","0.1","1.1","4.8","0","0.8","4.5","15.9","3.7","0","9.6","0","0","0","1"
"Uganda","UGA","2016","-2.15","-0.96","42.8","20.4","34.2","49.8","2.5","6.1","9.8","13.8","0","13.2","31.2","51.9","0","41.6","69.8","87.7","21.4","0","0","1.28","3.19","0","0"
"Zimbabwe","ZWE","2005","0","0","0","0","0","0","0","0","0","0","17.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","ARG","1998","0","0","50.7","21","38","55.1","1.1","3.4","7.8","12.7","0","2.3","4.2","9.4","0","4.6","10.1","23.2","0","0","0","0","0","0","0"
"China","CHN","2008","0","0","42.8","22.2","31.8","48.5","2","5.1","9.5","14.6","0","3.9","12.3","27.5","0","14.7","34.4","60.5","0","0","0","0","0","0","0"
"Cote d'Ivoire","CIV","1985","0","0","45.5","20.7","35.6","51.3","1.8","4.9","9.3","13.8","0","2.1","6.4","17.5","0","6.8","19.2","45.9","0","0","0","0","0","0","0"
"Colombia","COL","2009","0","0","54.5","19.2","43.1","58.9","1","3.2","7.1","11.5","14.3","3.5","8.1","17.9","0","9","20.7","41.3","40.3","0","53.7","0","0","0","36"
"Europe & Central Asia","ECS","2013","0","0","0","0","0","0","0","0","0","0","0","0.4","1.7","5.1","0","1.6","5.7","14.1","0","0","0","0","0","0","0"
"High income","HIC","1999","0","0","0","0","0","0","0","0","0","0","0","0.4","0.7","1.3","0","0.7","1.4","3.2","0","0","0","0","0","0","0"
"IDA total","IDA","2013","0","0","0","0","0","0","0","0","0","0","0","11.6","26","46.4","0","31.8","60.7","84.4","0","0","0","0","0","0","0"
"Iceland","ISL","2004","0","0","28","21.8","23.7","37.7","3.8","9.4","14","17.2","0","0","0.1","0.2","0","0.2","0.2","0.2","0","0","0","0","0","0","0"
"Kenya","KEN","1990","0","0","0","0","0","0","0","0","0","0","109.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States","USA","1986","0","0","37.5","23.6","26.8","43.2","1.9","5.5","11.2","16.5","0","0.4","0.5","0.7","0","0.5","0.7","1.2","0","0","0","0","0","0","0"
"Colombia","COL","2013","0","0","52.9","19.6","41.6","57.5","1.2","3.5","7.5","12","0","2.2","5.3","12.8","11.8","5.7","14.3","32.1","30.6","17.3","42.8","0","0","10.1","26.9"
"Costa Rica","CRI","2009","0","0","50.6","19.9","39.4","55.9","1.3","4","8","12.3","0","1.1","2.2","5.3","0","2.4","5.5","15.2","0","0","0","0","0","0","0"
"Costa Rica","CRI","2008","0","0","48.7","20.3","37.7","54.2","1.5","4.3","8.5","12.8","0","0.9","2","5.3","0","2.2","5.2","15.5","0","0","0","0","0","0","0"
"Georgia","GEO","2009","0","0","38.1","22.5","28.7","44.5","2.3","6.1","11.1","15.7","0","3.1","9.7","25.2","0","10.4","29.6","60.9","34.9","0","0","0","0","0","0"
"Honduras","HND","1992","0","0","51.8","19.2","41.4","56.9","1.3","3.9","7.8","12.2","0","10.8","23","40.9","0","28.7","52.3","75.4","0","0","0","0","0","0","0"
"Hungary","HUN","2011","0","0","29.2","22.7","23.1","37.6","3.2","8.1","13.7","17.9","0","0","0.1","0.5","0","0","0.2","2.7","14.3","0","0","0","0","0","0"
"IDA & IBRD total","IBT","2005","0","0","0","0","0","0","0","0","0","0","35.5366487146904","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IDA total","IDA","2012","0","0","0","0","0","0","0","0","0","0","0","12","26.7","47.2","0","32.8","61.8","85","0","0","0","0","0","0","0"
"Indonesia","IDN","2003","0","0","0","0","0","0","0","0","0","0","0","4.3","20.7","44.9","3.1","22.6","62.7","88.6","17.4","3.6","20.2","0","0","2.4","13.6"
"Jamaica","JAM","2004","0","0","45.5","20.6","35.8","51.6","2.1","5.3","9.2","13.2","0","0.4","2.2","9.3","0","1.7","9","29.5","16.9","0","0","0","0","0","0"
"Low income","LIC","2014","0","0","0","0","0","0","0","0","0","0","62.6154825132209","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Moldova","MDA","1999","0","0","42.6","20.3","34.4","49.6","2.3","6","10.1","14.1","0","12.7","30.5","51.5","0","39.1","70","88.3","0","0","0","0","0","0","0"
"Philippines","PHL","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0","0","0","25.2","0","0","0","0","0","13"
"Portugal","PRT","2011","0","0","36.3","21.7","28.6","43.8","2.5","6.8","11.9","15.8","0","0.2","0.4","0.9","0","0.5","0.9","2.7","0","0","0","0","0","0","0"
"Venezuela, RB","VEN","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.4","0","0","0","0","0","0"
"Brazil","BRA","1989","0","0","63.3","16.8","51.1","67.3","0.6","2","5","8.9","0","7.7","15.1","27","0","18.3","33.3","52.1","0","0","0","0","0","0","0"
"Costa Rica","CRI","2003","0","0","49.3","21.1","37","54","1.2","3.7","8.2","13","0","1.9","3.9","8.8","0","4.4","9.6","21.8","0","0","0","0","0","0","0"
"Denmark","DNK","2003","0","0","25.6","22.5","21.4","35.4","4","9.8","14.3","17.9","0","0.2","0.2","0.3","0","0.2","0.5","0.5","0","0","0","0","0","0","0"
"Algeria","DZA","2011","0","0","27.6","22.3","22.9","37.2","4","9.4","13.7","17.5","0","0.2","0.8","6.7","0","0.5","3.9","29.2","5.5","0.8","4.8","0","0","1.1","5.8"
"Romania","ROU","1994","0","0","28.2","22.6","22.7","37.3","3.7","8.9","13.6","17.6","0","2.4","12","34.4","0","10.7","42.2","82.6","0","0","0","0","0","0","0"
"Thailand","THA","2005","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States","USA","2016","1.31","1.67","41.5","22.6","30.6","46.9","1.7","5","10.2","15.3","0","1","1.1","1.4","0","1.2","1.5","2","0","0","0","26.36","68.93","0","0"
"World","WLD","2002","0","0","0","0","0","0","0","0","0","0","0","8.3","20.2","35.6","0","25.6","47.2","64","0","0","0","0","0","0","0"
"Bangladesh","BGD","1990","0","0","0","0","0","0","0","0","0","0","174.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belarus","BLR","2003","0","0","28.8","22.8","22.6","37.6","3.5","8.6","13.5","17.5","0","0.3","2.1","10.5","0","1.4","9.1","38.3","27.1","0","0","0","0","0","0"
"Brazil","BRA","1982","0","0","58.4","18.3","46.2","62.7","0.8","2.6","6","10.3","0","8.7","17.8","31.6","0","21.8","39.1","60.1","0","0","0","0","0","0","0"
"Ethiopia","ETH","2010","0","0","33.2","21.3","27.4","41.7","3.2","8","12.6","16.3","0","9.1","28","52.2","7.8","33.6","73.1","93.1","29.6","8","30.4","1.48","2.88","6.9","25.7"
"Greece","GRC","2006","0","0","35.1","22.7","26.7","42","2.5","6.7","11.9","16.7","0","0.3","0.5","0.8","0","0.5","1","2","0","0","0","0","0","0","0"
"Low & middle income","LMY","2002","0","0","0","0","0","0","0","0","0","0","0","10","24.4","42.9","0","31","57.1","77.2","0","0","0","0","0","0","0"
"Russian Federation","RUS","2001","0","0","36.9","22.6","27.9","43.8","2.6","6.6","11.2","15.8","0","0.3","1.6","7.4","0","1.3","6.6","25.4","0","0","0","0","0","0","0"
"Tanzania","TZA","1995","0","0","0","0","0","0","0","0","0","0","73.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ukraine","UKR","1992","0","0","29.7","23.2","22.9","37.8","3.1","8","13.4","17.7","0","0.7","3.4","12.9","0","3","12.7","41.2","0","0","0","0","0","0","0"
"Armenia","ARM","2009","0","0","28","22.4","22.9","37.5","4","9.4","13.5","17.2","0","0.3","3.9","20","7.8","1.9","19.2","62.1","34.1","7.3","34.9","0","0","8","33.7"
"Bulgaria","BGR","2011","0","0","34.3","22.7","26","41.1","2.1","6.4","12.7","17.1","0","0.9","2","4.4","0","2.2","5","11.2","21.2","0","0","0","0","0","0"
"Canada","CAN","2010","0","0","33.6","22.7","25.7","40.9","2.7","7.2","12.4","16.8","0","0.1","0.2","0.3","0","0.2","0.2","0.5","0","0","0","27.36","55.97","0","0"
"Colombia","COL","1992","0","0","51.5","19.4","40.5","56.7","1.1","3.7","8","12.2","0","4.7","9","20","0","8.9","22.6","47","0","0","0","0","0","0","0"
"Cyprus","CYP","2007","0","0","31.1","21.9","25.4","40","3.7","8.7","12.6","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cyprus","CYP","2005","0","0","30.3","22","24.8","39.3","3.8","8.9","12.9","16.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spain","ESP","2013","0","0","36.2","23.7","25.9","41.9","1.9","5.7","11.7","17","0","0.7","1","1.6","0","1.2","1.7","3.2","0","0","0","0","0","0","0"
"Ghana","GHA","1990","0","0","0","0","0","0","0","0","0","0","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latvia","LVA","2011","0","0","35.8","22.2","27.3","42.8","2.3","6.4","12.1","16.4","0","0.5","1","2.9","0","1","3","8.7","19.2","0","0","0","0","0","0"
"Malta","MLT","2010","0","0","29","23","22.7","37.6","3.4","8.4","13.4","17.6","0","0.1","0.2","0.2","0","0.2","0.2","0.5","0","0","0","19.49","35.76","0","0"
"Panama","PAN","2005","0","0","53.9","20.7","40.3","57.7","0.8","2.7","6.9","11.9","23","3.8","8.1","15.9","0","10","18.8","34.9","0","0","0","0","0","0","0"
"Portugal","PRT","2005","0","0","38.5","21","30.5","46.1","2.5","6.7","11.3","15","0","0.3","0.5","1","0","0.5","1","2.7","0","0","0","0","0","0","0"
"South Asia","SAS","1993","0","0","0","0","0","0","0","0","0","0","0","11.9","33.8","57.2","0","44.9","80.4","95","0","0","0","0","0","0","0"
"South Asia","SAS","2010","0","0","0","0","0","0","0","0","0","0","0","5.2","22","45.8","0","24.6","63.9","88.5","0","0","0","0","0","0","0"
"Zambia","ZMB","1996","0","0","48.3","20.7","37.3","53.6","1.7","4.5","8.3","12.9","0","15.9","31.4","50","0","41.7","64.7","83.9","0","0","0","0","0","0","0"
"Australia","AUS","1981","0","0","31.3","23.4","23.3","39.2","2.8","7.7","12.9","16.9","0","0.5","0.7","1","0","1","1.2","1.7","0","0","0","0","0","0","0"
"Ghana","GHA","2012","0","0","42.4","21.9","31.7","48.3","2","5.4","9.8","14.6","0","3.5","11.1","26.2","7.8","12","32.5","60.5","24.2","13.1","37.9","0","0","2.5","10.6"
"Hungary","HUN","2007","0","0","27.9","22.8","22.3","36.7","3.5","8.7","13.8","17.9","0","0","0.1","0.4","0","0","0.2","1.7","12.4","0","0","0","0","0","0"
"Jamaica","JAM","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.8","0","0","0","0","0","0"
"Lebanon","LBN","2005","0","0","0","0","0","0","0","0","0","0","53.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Senegal","SEN","2007","0","0","0","0","0","0","0","0","0","0","41.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"El Salvador","SLV","2004","0","0","47.8","21.6","35.6","52.3","1.1","3.7","8.8","13.6","0","4.9","9.6","19.7","0","10.9","22.5","45","0","0","0","0","0","0","0"
"Slovak Republic","SVK","2013","0","0","28.1","22.9","22.1","36.4","3","8.3","14.1","18.3","0","0.2","0.3","1","0","0.2","0.7","3","12.6","0","0","0","0","0","0"
"Ukraine","UKR","2003","0","0","28.7","22.3","23.3","38","3.8","9.1","13.4","17.2","0","0.1","1.3","9.7","0","0.6","7","37.6","76.2","0","0","0","0","0","0"
"Comoros","COM","1990","0","0","0","0","0","0","0","0","0","0","130.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spain","ESP","2014","0","0","36.1","23.6","26","41.9","1.8","5.7","11.8","17","0","0.5","0.7","1.4","0","0.7","1.5","2.9","0","0","0","0","0","0","0"
"United Kingdom","GBR","2006","0","0","34.6","22.4","26.7","41.9","2.7","7.1","12.1","16.5","0","0.1","0.2","0.3","0","0.2","0.2","0.7","0","0","0","0","0","0","0"
"Hungary","HUN","1993","0","0","27.9","21.5","24.2","37.9","4.1","9.7","13.8","17.1","0","0.2","0.2","0.5","0","0.2","0.4","2.1","0","0","0","0","0","0","0"
"Low & middle income","LMY","1995","0","0","0","0","0","0","0","0","0","0","43.7947675660277","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mongolia","MNG","2005","0","0","0","0","0","0","0","0","0","0","57.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","NGA","1996","0","0","51.9","19.8","40.7","56.5","1.3","3.7","7.7","12.3","0","31.1","48.4","65.1","0","63.5","82","92.8","0","0","0","0","0","0","0"
"Sweden","SWE","2003","0","0","25.3","23.1","20.1","34.7","3.7","9.4","14.6","18.3","0","0.2","0.3","0.4","0","0.2","0.5","0.7","0","0","0","0","0","0","0"
"Czech Republic","CZE","2013","0","0","26.5","21.8","22.6","36.4","3.8","9.5","14.5","17.8","0","0","0","0.1","0","0","0","0.4","9.7","0","0","0","0","0","0"
"Czech Republic","CZE","2005","0","0","26.9","21.7","22.9","36.7","3.8","9.3","14.5","17.8","0","0","0","0.1","0","0","0","0.7","9.9","0","0","0","0","0","0"
"United Kingdom","GBR","2010","0","0","34.4","22.5","26.7","41.8","2.9","7.4","11.9","16.5","0","0.1","0.1","0.3","0","0.2","0.2","0.7","0","0","0","22","46.34","0","0"
"Guinea","GIN","2007","0","0","39.4","22","30.1","46.3","2.5","6.3","10.7","14.8","45.7","23.7","43.6","63","17.6","59.7","82.3","94.7","53","22","63","0","0","7.7","30.5"
"Lesotho","LSO","2014","0","0","0","0","0","0","0","0","0","0","50.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Timor-Leste","TLS","2014","0","0","28.7","21.8","24","38.4","4","9.4","13.4","16.9","0","6.7","26.2","51.4","10.4","30.3","73.2","94","41.8","12.2","47.1","0","0","5.9","28.3"
"Tunisia","TUN","1995","0","0","41.7","21.8","31.7","47.9","2.3","5.7","9.9","14.7","0","2.5","9.9","24.6","0","10.9","30.1","58.3","0","0","0","0","0","0","0"
"Azerbaijan","AZE","2002","0","0","17.4","21.7","17.6","30.3","5.8","12.9","16.3","18.8","0","0","0","1.7","0","0","0.3","12.6","0","0","0","0","0","0","0"
"Belize","BLZ","1994","0","0","60.9","15.2","52.5","65.4","1","3.1","6.5","9.8","0","4.5","9.9","22.3","0","9.9","26.3","52.5","0","0","0","0","0","0","0"
"Cote d'Ivoire","CIV","1986","0","0","38","21.6","29.5","45.4","2.8","6.9","10.9","15.2","0","0.6","4.3","17.3","0","3.1","18.6","50.1","0","0","0","0","0","0","0"
"Colombia","COL","2014","0","0","52.8","19.5","41.6","57.5","1.2","3.5","7.5","12","13.1","2","4.8","11.7","10.8","5","13.2","29.8","28.5","16.6","41.4","0","0","9.1","24.6"
"Iceland","ISL","2007","0","0","29.5","21.7","24.8","38.9","3.7","9.1","13.6","16.8","0","0","0","0.1","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Kyrgyz Republic","KGZ","2003","0","0","28.7","22.5","23.3","38.1","3.9","9.3","13.3","16.8","0","6.2","24.7","49.4","0","28.1","69.3","93","0","0","0","0","0","0","0"
"Panama","PAN","2004","0","0","54.9","20.3","41.4","58.8","0.8","2.6","6.6","11.7","0","4","8.5","16.4","0","10.2","19.7","35.2","0","0","0","0","0","0","0"
"Panama","PAN","1998","0","0","57.5","19.8","43.4","60.6","0.2","1.6","6.4","11.5","0","9.9","13.7","21.1","0","15.2","23.9","38.9","0","0","0","0","0","0","0"
"Suriname","SUR","2014","0","0","0","0","0","0","0","0","0","0","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","SVN","2004","0","0","24.8","22.7","20.6","34.7","4","9.8","14.6","18.2","0","0","0","0.1","0","0","0.2","0.5","12.2","0","0","0","0","0","0"
"Upper middle income","UMC","1990","0","0","0","0","0","0","0","0","0","0","77.4528631594772","30.4","60.8","92.8","0","83.6","121.8","149","0","0","0","0","0","0","0"
"Kosovo","XKX","2016","0","0","26.5","22.7","21.7","36.1","3.8","9.5","14","17.7","0","0.1","0.6","4.7","0","0.6","3.1","20.8","0","0","0","0","0","0","0"
"Burundi","BDI","2013","0","0","38.6","20.8","31","46.3","2.8","6.9","11","15","0","30.3","51.5","69.2","0","71.7","89.2","96.8","0","0","0","0","0","0","0"
"Bolivia","BOL","2009","0","0","49.2","21.3","36.9","53.2","0.8","3.2","8.5","13.9","47.3","5","8.8","16","24.6","10.5","18.4","35.1","51.3","39.3","66.4","0","0","17","43.5"
"East Asia & Pacific","EAS","2010","0","0","0","0","0","0","0","0","0","0","0","2.6","10.1","24.4","0","11.2","30.6","56.1","0","0","0","0","0","0","0"
"Ghana","GHA","1991","0","0","38.4","21.7","30.1","45.6","2.6","6.6","10.9","15.2","0","17.7","37.5","58.5","0","49.8","78.6","93.1","0","0","0","0","0","0","0"
"Guyana","GUY","1998","0","0","44.6","21.5","34.1","49.6","1.5","4.5","9.7","14.7","0","5","11.7","25","0","14","29.5","56.4","0","0","0","0","0","0","0"
"Latvia","LVA","1993","0","0","27","22.6","22.1","36.7","4.2","9.6","13.6","17.5","0","0","0.2","6.7","0","0","2.9","30.5","0","0","0","0","0","0","0"
"Middle East & North Africa","MEA","2005","0","0","0","0","0","0","0","0","0","0","27.1079078638034","0.5","4.4","17.3","0","3","18.8","49.5","0","0","0","0","0","0","0"
"Norway","NOR","2007","0","0","27.1","22.6","22.2","36.5","3.7","9.4","14.1","17.5","0","0","0.1","0.2","0","0.2","0.2","0.5","0","0","0","0","0","0","0"
"Senegal","SEN","2001","0","0","41.2","20.6","33.4","48.4","2.7","6.6","10.3","14.2","0","16.5","36.1","57.1","0","49.2","76.8","92","55.2","0","0","0","0","0","0"
"Sub-Saharan Africa","SSF","1999","0","0","0","0","0","0","0","0","0","0","0","26.4","43.9","61.4","0","57.7","78.3","90.5","0","0","0","0","0","0","0"
"Upper middle income","UMC","2015","0","0","0","0","0","0","0","0","0","0","0","0.6","2","7.7","0","1.7","7.5","24.5","0","0","0","0","0","0","0"
"World","WLD","1990","0","0","0","0","0","0","0","0","0","0","94.8131736969918","25.4","53.2","83","0","71.8","110.2","134","0","0","0","0","0","0","0"
"Switzerland","CHE","2014","0","0","32.5","22.5","25.5","40.5","3.2","7.8","12.5","16.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Comoros","COM","1995","0","0","0","0","0","0","0","0","0","0","65.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","CZE","2004","0","0","27.5","21.9","23.1","37","3.6","9.1","14.3","17.7","0","0","0","0.2","0","0","0","1.2","10.4","0","0","0","0","0","0"
"Fragile and conflict affected situations","FCS","1999","0","0","0","0","0","0","0","0","0","0","0","27.4","41.1","56.2","0","52.4","68.3","84.1","0","0","0","0","0","0","0"
"Indonesia","IDN","2016","0","0","0","0","0","0","0","0","0","0","0","1","8.3","24.7","0","6.5","30.9","62.3","10.9","0","0","0","0","0","0"
"Italy","ITA","2007","0","0","32.9","23","24.9","40","2.5","7.1","12.6","17.2","0","0.5","0.7","0.9","0","0.7","1","1.5","0","0","0","0","0","0","0"
