"Country Name","Country Code","Year","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","Adequacy of social safety net programs (% of total welfare of beneficiary households)","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","Children in employment, wage workers (% of children in employment, ages 7-14)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Coverage of social insurance programs (% of population)","Coverage of social insurance programs in 2nd quintile (% of population)","Coverage of social insurance programs in 3rd quintile (% of population)","Coverage of social insurance programs in 4th quintile (% of population)","Coverage of social insurance programs in poorest quintile (% of population)","Coverage of social insurance programs in richest quintile (% of population)","Coverage of social protection and labor programs (% of population)","Coverage of social safety net programs (% of population)","Coverage of social safety net programs in 2nd quintile (% of population)","Coverage of social safety net programs in 3rd quintile (% of population)","Coverage of social safety net programs in 4th quintile (% of population)","Coverage of social safety net programs in poorest quintile (% of population)","Coverage of social safety net programs in richest quintile (% of population)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)","Labor force participation rate for ages 15-24, male (%) (national estimate)","Labor force participation rate for ages 15-24, total (%) (national estimate)","Labor force participation rate, female (% of female population ages 15+) (national estimate)","Labor force participation rate, male (% of male population ages 15+) (national estimate)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Labor force, female (% of total labor force)","Labor force, total","Part time employment, male (% of total male employment)","Part time employment, total (% of total employment)","Ratio of female to male labor force participation rate (%) (national estimate)","Share of youth not in education, employment or training, female (% of female youth population)","Share of youth not in education, employment or training, male (% of male youth population)","Share of youth not in education, employment or training, total (% of youth population)","Unemployment, female (% of female labor force) (national estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
"World","WLD","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.8932485493915","0","0","0","0","0","0","0","0","65.0194472623449","39.6869508226359","2813147400","0","0","0","0","0","0","0","5.87986745790245","0","6.12771174266438","0","0","13.1221875759455","0","13.7329673989122","0"
"Kosovo","XKX","2011","15.982660162101","18.8796214729602","25.0489243097332","17.5136225432864","25.7778189963508","46.8528864706523","0","0","0","35.5674750206322","37.6756801661575","35.8272774899959","34.3054238933079","37.8617199849584","32.1851416119924","44.410849838887","12.4782230479901","14.1577718025372","8.22142704391437","4.8129738645178","31.3720355420802","3.85390762429589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yemen, Rep.","YEM","1992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7440032958984","0","0","0","0","0","0","0","0","0","19.0646404826699","2895229","0","0","0","0","0","0","0","9.45400047302246","0","8.41300010681152","0","0","19.6720008850098","0","17.2479991912842","0"
"Mozambique","MOZ","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0490036010742","0","0","0","75.8199996948242","59.2000007629395","68.4300003051758","87.8000030517578","83.9599990844727","86.0299987792969","54.6958287980349","9220268","0","0","104.573611254357","0","0","0","0","18.9270000457764","0","21.5659999847412","0","0","39.2949981689453","0","38.443000793457","0"
"Zimbabwe","ZWE","2007","0","0","0","0.768526899592306","0.777857859980428","0.786390447090983","0","0","0","1.20927811945352","1.21765473245154","1.38634418435723","1.04188114313992","1.0245616776734","1.37576038371302","20.9047253407129","19.9784161699009","19.6861817058133","18.9335292830974","19.2031409668542","28.4346971002229","13.6462708919834","80.5739974975586","0","0","0","0","0","0","0","0","0","48.9282946828485","6424154","0","0","0","0","0","0","0","4.40899991989136","0","4.75699996948242","0","0","7.0310001373291","0","7.79099988937378","0"
"Afghanistan","AFG","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.552001953125","0","0","0","0","0","0","0","0","0","13.9207081958442","4365798","0","0","0","0","0","0","0","11.9160003662109","0","12.298999786377","0","0","25.9720001220703","0","26.1730003356934","0"
"Afghanistan","AFG","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.2391139850038","6541650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","BEL","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.03100001811981","43.3464012145996","56.9113006591797","49.9337997436523","30.775899887085","35.9664001464844","33.4029006958008","46.910400390625","60.8468017578125","53.6781997680664","44.7386310562645","4766098","18.5400009155273","29.1800003051758","77.0959180029571","11.1000003814697","9.1899995803833","10.1400003433228","7.59730005264282","6.47399997711182","6.46789979934692","6.98000001907349","6.97559976577759","18.7203006744385","17.2980003356934","17.3465003967285","17.9230003356934","17.9715995788574"
"Belize","BLZ","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.85999989509583","41.7900009155273","74.3499984741211","57.7999992370605","42.0800018310547","64.5800018310547","53.1800003051758","53.6699981689453","81.6399993896484","67.4199981689453","39.9510432911542","151971","0","0","65.7398316636323","13.7197694778442","10.1405849456787","11.9539442062378","22.326000213623","8.97399997711182","10.5257997512817","14.2700004577637","15.2983999252319","37.2131996154785","17.7679996490479","21.2150001525879","24.7450008392334","27.7182998657227"
"Botswana","BWA","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.4280004501343","0","0","0","0","0","0","0","0","0","42.3124801018784","628200","0","0","0","0","0","0","0","16.7870006561279","0","18.3700008392334","0","0","23.7250003814697","0","27.2870006561279","0"
"Cote d'Ivoire","CIV","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.390998840332","0","0","0","0","0","0","0","0","0","33.6885313726417","5075760","0","0","0","0","0","0","0","4.93900012969971","0","6.04400014877319","0","0","6.42399978637695","0","8.44099998474121","0"
"Denmark","DNK","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.62999999523163","57.6399993896484","68.2398986816406","62.8328018188477","67.0380020141602","70.5826034545898","68.818603515625","60.2410011291504","71.2580032348633","65.6381988525391","46.442104214386","2890599","22.3600006103516","29.6299991607666","84.5392775469706","0","0","0","0","4.23299980163574","0","4.26999998092651","0","5.20979976654053","8.7209997177124","8.82859992980957","7.03200006484985","7.07429981231689"
"Algeria","DZA","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.70699977874756","11.4499998092651","63.2799987792969","37.5499992370605","8.93000030517578","46.4599990844727","28.1900005340576","14.1599998474121","68.8600006103516","41.7099990844727","16.8802881013796","11136913","0","0","20.5634616931494","39.060001373291","10.7600002288818","24.5300006866455","19.1000003814697","8.10599994659424","8.10999965667725","9.96000003814697","9.96000003814697","37.5699996948242","18.8950004577637","18.6800003051758","21.8540000915527","21.5400009155273"
"Algeria","DZA","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0419998168945","0","0","0","0","0","0","0","0","0","15.8017789043273","10460259","0","0","0","0","0","0","0","12.25","0","13.789999961853","13.789999961853","0","25.0550003051758","0","27.3339996337891","27.4099998474121"
"Eritrea","ERI","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.6039962768555","0","0","0","0","0","0","0","0","0","45.397821633827","1336139","0","0","0","0","0","0","0","6.29400014877319","0","6.875","0","0","10.8690004348755","0","11.5480003356934","0"
"Gabon","GAB","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.4690017700195","0","0","0","0","0","0","0","0","0","40.1128758784727","667636","0","0","0","0","0","0","0","13.9519996643066","0","19.6590003967285","0","0","30.7469997406006","0","35.8919982910156","0"
"Iran, Islamic Rep.","IRN","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.121000289917","9.85999965667725","69.6500015258789","40.1399993896484","10.6099996566772","50.9900016784668","30.7299995422363","10.6400003433228","74.7600021362305","43.1199989318848","12.2927272888584","15667101","0","0","14.2322097903826","0","0","0","13.3999996185303","8.4980001449585","8.5","9.10000038146973","9.10000038146973","0","16.7189998626709","0","17.7679996490479","0"
"Lao PDR","LAO","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.1790008544922","0","0","0","0","0","0","0","0","0","49.8622561666096","1977221","0","0","0","0","0","0","0","2.73600006103516","0","2.60899996757507","0","0","6.00400018692017","0","5.56799983978271","0"
"St. Lucia","LCA","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.66300010681152","0","0","0","0","0","0","0","0","0","43.3655733109055","71340","0","0","0","0","0","0","0","19.0540008544922","0","20.3899993896484","0","0","36.3790016174316","0","39.1920013427734","0"
"St. Lucia","LCA","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.9289999008179","65.8000030517578","49.5999984741211","57.4000015258789","0","0","0","62","75","69","42.705304025627","67741","0","0","82.6666666666667","0","0","0","0","14.5780000686646","0","16.4899997711182","0","0","28.9039993286133","0","31.6800003051758","0"
"Liechtenstein","LIE","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.9000015258789","67.8899993896484","59.75","46.939998626709","57.4300003051758","52.2200012207031","53.5200004577637","70.5699996948242","61.9000015258789","0","0","0","0","75.8395928712028","0","0","0","3.09999990463257","0","2.29999995231628","0","2.59999990463257","0","0","0","0","0"
"Low & middle income","LMY","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.31439816856","0","0","63.4034941023531","42.6295747551404","62.9513178928821","53.0101135448396","50.9608360523391","80.2288885999066","65.5794136865862","38.8933233240194","2227926244","0","0","66.2522706526793","0","0","0","0","5.81537279161176","0","6.02132959220184","4.38925392512377","0","12.7957614467612","0","13.4607940130432","0"
"Myanmar","MMR","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.515998840332","0","0","0","0","0","0","0","0","0","41.352654351423","23486340","0","0","0","0","0","0","0","0.694999992847443","0","0.796999990940094","0","0","1.432000041008","0","1.57500004768372","0"
"Malaysia","MYS","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.1239995956421","42.9099998474121","80.6600036621094","62.2999992370605","0","0","0","44.3899993896484","83.2799987792969","64.3600006103516","35.7077590191484","8982888","0","0","53.3021134009473","0","0","0","3.30999994277954","2.94799995422363","3.14000010490417","3.20000004768372","3.20000004768372","0","9.34700012207031","0","9.89999961853027","0"
"Nepal","NPL","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.3820037841797","0","0","0","0","0","0","0","0","0","50.733262283611","14545682","0","0","0","0","0","0","0","2.97099995613098","0","2.53299999237061","0","0","5.53200006484985","0","4.19799995422363","0"
"New Zealand","NZL","1985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.30000019073486","0","3.79999995231628","0","4","0","0","0","0","0"
"Paraguay","PRY","1987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.34000015258789","0","6.46000003814697","0","5.51000022888184","0","0","0","0","0"
"Senegal","SEN","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.3600006103516","144.5","92.4199981689454","63.168455345274","4305972","0","0","61.3979247202098","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Singapore","SGP","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.046000000089407","40.060001373291","69.6100006103516","54.4599990844727","40.9099998474121","46.7299995422363","43.7900009155273","41.3699989318848","71.4899978637695","56.0400009155273","38.5658854122815","1662796","0","0","57.8682335544603","0","0","0","3.41000008583069","2.88899993896484","2.86999988555908","3.0699999332428","3.0699999332428","8.6899995803833","5.59000015258789","5.48000001907349","7.17999982833862","7"
"Singapore","SGP","1987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.8499984741211","79.2699966430664","63.4199981689453","55.689998626709","57.9900016784668","56.8600006103516","46.9500007629395","78.6399993896484","62.6699981689453","0","0","0","0","59.7024429391332","0","0","0","4.32000017166138","0","5.40999984741211","0","5","7.98000001907349","0","7.76000022888184","0","7.8600001335144"
"Sweden","SWE","1969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.00999999046326","0","1.82000005245209","0","0","0","0","0","0","0"
"Turks and Caicos Islands","TCA","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.1999969482422","0","0","0","0","0","60.5900001525879","0","0","0","0","0","0","0","0","0","0","0","0","7.76999998092651","0","0","0","0","0"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2173595712187","46.0714623052233","74.1233525280103","59.4353531484202","43.6430639997985","64.3911343821077","53.9418669204985","50.6701655524076","78.2489950090359","63.8166962460397","40.3275370048973","258772775","0","0","65.2089376507829","27.9734550075568","10.8486448147033","19.5079713708722","0","5.57668957460086","0","6.9743915394868","0","17.923018995556","11.8817552584455","11.3548171863138","14.4450400526342","0"
"Trinidad and Tobago","TTO","1982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.67999982833862","0","5.53000020980835","0","6.21999979019165","0","0","0","0","0"
"Vanuatu","VUT","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.0849990844727","0","0","0","0","0","0","0","0","0","42.8340040409438","59887","0","0","0","0","0","0","0","4.93800020217896","0","5.52600002288818","0","0","10.1149997711182","0","10.5620002746582","0"
"Zambia","ZMB","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.734001159668","0","0","0","0","0","0","0","0","0","47.4110146782982","3761744","0","0","0","0","0","0","0","17.5470008850098","0","18.5","0","0","33.8849983215332","0","35.0839996337891","0"
"Eswatini","SWZ","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.9250030517578","0","0","0","0","0","0","0","0","0","37.5137346083776","282134","0","0","0","0","0","0","0","20.8929996490479","0","21.8460006713867","0","0","40.367000579834","0","39.9119987487793","0"
"Argentina","ARG","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.137999996542931","32","64","47","36.9799995422363","59.3300018310547","48.0800018310547","39.5999984741211","75.0800018310547","56.689998626709","38.9792748113419","13786316","0","0","52.7437366920011","0","0","0","0","5.24399995803833","0","5.44000005722046","0","0","12.3290004730225","0","12.6269998550415","0"
"Argentina","ARG","1988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.19999980926514","0","5.30000019073486","0","6","0","0","0","0","0"
"Austria","AUT","1984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.1399993896484","68.0699996948242","52.6100006103516","59.9900016784668","68.7200012207031","64.4199981689453","40.5900001525879","70.8600006103516","54.689998626709","0","0","0","0","57.2819641588576","0","0","0","0","0","0","0","0","5.28999996185303","0","4.94000005722046","0","5.09999990463257"
"Bosnia and Herzegovina","BIH","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.621000289917","22.4500007629395","42.5099983215332","32.1800003051758","16.1399993896484","38.1399993896484","30.2399997711182","30.7099990844727","53.7400016784668","42.2400016784668","38.7355457499184","1409620","3.97000002861023","4.84000015258789","57.1455119562789","24.7099990844727","27.9599990844727","26.4400005340576","31.25","22.2029991149902","22.7999992370605","25.0599994659424","25.9500007629395","77.6999969482422","52.2389984130859","52.0499992370605","54.310001373291","54.310001373291"
"Belarus","BLR","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.95600032806396","0","0","0","0","0","0","53.5499992370605","57.2200012207031","55.2400016784668","49.520499725509","5005628","0","0","93.5861553559095","0","0","0","1.20000004768372","0.873000025749207","0.699999988079071","0.879000008106232","1","0","1.71000003814697","0","1.79799997806549","0"
"Brazil","BRA","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0030002593994","50.8078994750977","74.8696975708008","62.3474006652832","53.6870994567871","71.3795013427734","62.6995010375977","56.3760986328125","79.1294021606445","67.2881011962891","42.7952174729513","95687739","0","0","71.2454499761803","25.0069007873535","11.9337997436523","18.3474998474121","0","5.65999984741211","0","7.6269998550415","0","20.7355995178223","12.8400001525879","12.0284996032715","16.113000869751","0"
"Brazil","BRA","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1119995117188","43.9393997192383","73.9844970703125","58.407901763916","49.926399230957","74.0898971557617","62.030200958252","50.6500015258789","80.549201965332","65.0482025146484","39.7341755452006","77450662","0","0","62.8808235091869","28.4433002471924","11.4259996414185","19.9190998077393","13.2489995956421","7.90799999237061","8.14990043640137","9.60999965667725","10.2082996368408","24.0893001556396","15.2290000915527","15.3854999542236","18.2900009155273","18.881799697876"
"Brunei Darussalam","BRN","1986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.0900001525879","54.1100006103516","43.8800010681152","38.7299995422363","80.0100021362305","60.2999992370605","0","0","0","0","48.4064473292876","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central Europe and the Baltics","CEB","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.4247352006768","41.7312086612484","54.5444695992078","47.8227709535459","30.712011572176","39.2543082479706","35.0224375014368","48.1152436965468","62.4443788289993","54.9275312890762","45.6826740445606","48974770","8.54001740702464","12.153920827684","77.0805310617143","0","0","0","0","12.6725633562308","0","12.9603995681734","0","30.1208536926179","28.4020204559049","28.6364436758731","29.0717046489423","29.2673211324587"
"Congo, Rep.","COG","1984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.6200008392334","34.1699981689453","29.2099990844727","49.3199996948242","69.5699996948242","58.8899993896484","0","0","0","0","70.892626004271","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colombia","COL","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.17899990081787","43.9599990844727","70.6600036621094","56.1399993896484","0","0","0","0","0","0","32.9152370462046","14940737","0","0","0","0","0","0","15.1000003814697","10.3149995803833","9.81999969482422","12.1400003433228","12.1400003433228","0","19.6900005340576","0","23.0599994659424","0"
"Cabo Verde","CPV","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.9130020141602","0","0","0","0","0","0","0","0","0","38.0563013847859","156053","0","0","0","0","0","0","0","10.7259998321533","0","11.4720001220703","0","0","16.1800003051758","0","17.6849994659424","0"
"Caribbean small states","CSS","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.45010399865613","0","0","0","0","0","0","53.7283165036007","74.4678114809497","63.6344662616443","40.5951469921949","2761133","0","0","72.1056090671185","0","0","0","17.3004933057714","9.98900561170684","9.50300982889794","12.6247689477214","12.8417445738122","0","23.4041826845215","0","27.6286068145438","0"
"Djibouti","DJI","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.7900009155273","0","0","0","0","0","0","0","0","0","39.0178568450127","299773","0","0","0","0","0","0","0","5.72800016403198","0","6.35200023651123","0","0","10.871000289917","0","11.4490003585815","0"
"East Asia & Pacific (excluding high income)","EAP","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.4500343102754","0","0","0","0","0","0","0","0","0","44.2665761590043","922553196","0","0","0","0","0","0","0","4.34795900981756","0","4.14789172404303","3.05897858729739","0","9.6883869993269","0","9.32942209010038","0"
"East Asia & Pacific (excluding high income)","EAP","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144.6661186740342","149.7928437535282","147.210466158768","134.9870992857036","168.3700746126616","151.8377926536278","88.4351152108544","1691824098","0","0","161.7254194633838","0","0","0","0","0","0","0","5.21233806716694","0","0","0","0","0"
"Europe & Central Asia (excluding high income)","ECA","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.4253805842376","0","0","0","38.8012411044152","51.7025457675006","45.2340322226593","53.0377770024877","71.1295078161471","61.5546217026837","45.0739545363082","177791326","0","0","75.7756407795627","0","0","0","0","11.4247581191678","0","11.5132145862097","0","0","21.5077879843513","0","21.9706432361267","0"
"France","FRA","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.64499998092651","46.464599609375","54.5666007995605","50.3354988098145","33.1507987976074","39.7235984802246","36.4631004333496","51.6442985534668","60.9922981262207","56.1105003356934","46.8403868085173","30213192","25.8299999237061","33.6599998474121","84.6734754060117","10.8299999237061","11.5299997329712","11.1800003051758","10.0297002792358","10.5389995574951","10.5352001190186","10.3000001907349","10.292200088501","23.1322994232178","25.048999786377","25.1133003234863","24.1429996490479","24.2199001312256"
